rec_movieId,title,genres
5699,Tom Horn (1980),Western
92420,Chronicle (2012),Action|Sci-Fi|Thriller
7027,Silverado (1985),Action|Western
5009,Ali (2001),Drama
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy
7920,Desperate Living (1977),Comedy|Crime
5812,Far from Heaven (2002),Drama|Romance
2942,Flashdance (1983),Drama|Romance
1382,Marked for Death (1990),Action|Drama
53519,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller
1581,Out to Sea (1997),Comedy
167064,I Am Not Your Negro (2017),Documentary
160644,Indignation (2016),Drama
3769,Thunderbolt and Lightfoot (1974),Action
2699,Arachnophobia (1990),Comedy|Horror
4241,Pokémon 3: The Movie (2001),Animation|Children
107702,Grudge Match (2013),Comedy
107846,MacGyver: Trail to Doomsday (1994),Action|Adventure
4499,Dirty Rotten Scoundrels (1988),Comedy
2804,"Christmas Story, A (1983)",Children|Comedy
3737,Lonely Are the Brave (1962),Drama|Western
135436,The Secret Life of Pets (2016),Animation|Comedy
112290,Boyhood (2014),Drama
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
93287,"Big Year, The (2011)",Comedy
36509,"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller
60128,Young People Fucking (a.k.a. YPF) (2007),Comedy
1265,Groundhog Day (1993),Comedy|Fantasy|Romance
61167,Henry Poole is Here (2008),Drama|Mystery
89804,"Ides of March, The (2011)",Drama
6945,My Architect: A Son's Journey (2003),Documentary
5241,Seems Like Old Times (1980),Comedy|Romance
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy
5991,Chicago (2002),Comedy|Crime|Drama|Musical
839,"Crow: City of Angels, The (1996)",Action|Thriller
4215,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy
5786,Paid in Full (2002),Action|Drama
5693,Saturday Night Fever (1977),Comedy|Drama|Romance
72701,Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi
6571,"Mondays in the Sun (Lunes al sol, Los) (2002)",Drama
5608,"Das Experiment (Experiment, The) (2001)",Drama|Thriller
4047,Gettysburg (1993),Drama|War
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
48416,School for Scoundrels (2006),Comedy|Crime
2178,Frenzy (1972),Thriller
40614,Derailed (2005),Drama|Thriller
41285,Match Point (2005),Crime|Drama|Romance
5452,Look Who's Talking Now (1993),Children|Comedy|Romance
127136,True Story (2015),Drama|Mystery|Thriller
3189,My Dog Skip (1999),Children|Drama
7482,Enter the Dragon (1973),Action|Crime
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
108932,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy
6145,Venom (1982),Horror|Thriller
7455,"Mudge Boy, The (2003)",Drama
45382,Down in the Valley (2005),Drama|Romance
2265,Nothing But Trouble (1991),Adventure|Comedy
3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller
34523,The Chumscrubber (2005),Comedy|Drama
209,White Man's Burden (1995),Drama
55290,Gone Baby Gone (2007),Crime|Drama|Mystery
2469,Peggy Sue Got Married (1986),Comedy|Drama
3544,Shakes the Clown (1992),Comedy
2463,Ruthless People (1986),Comedy
2272,One True Thing (1998),Drama
5420,Windtalkers (2002),Action|Drama|War
7257,"Big Bounce, The (2004)",Comedy|Crime|Thriller
5131,How to Kill Your Neighbor's Dog (2000),Comedy|Drama
56921,Battlestar Galactica: Razor (2007),Action|Drama|Sci-Fi|Thriller
60072,Wanted (2008),Action|Thriller
26422,Hair (1979),Comedy|Drama|Musical
52767,21 Up (1977),Documentary
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy
58107,Step Up 2 the Streets (2008),Drama|Musical|Romance
4116,Hollywood Shuffle (1987),Comedy
4102,Eddie Murphy Raw (1987),Comedy|Documentary
2108,L.A. Story (1991),Comedy|Romance
145839,Concussion (2015),Drama
182715,Annihilation (2018),Adventure|Mystery|Sci-Fi|Thriller
95949,"Immature, The (Immaturi) (2011)",Comedy
73499,MacGyver: Lost Treasure of Atlantis (1994),Action|Adventure
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
2474,"Color of Money, The (1986)",Drama
6386,Nevada Smith (1966),Western
1297,Real Genius (1985),Comedy
51080,Breach (2007),Drama|Thriller
90405,In Time (2011),Crime|Sci-Fi|Thriller
120637,Blackhat (2015),Action|Crime|Drama|Mystery|Thriller
4248,Josie and the Pussycats (2001),Comedy
71106,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi
7802,"Warriors, The (1979)",Action|Adventure|Crime|Thriller
6817,"White Hunter, Black Heart (1990)",Adventure|Drama
1466,Donnie Brasco (1997),Crime|Drama
2513,Pet Sematary (1989),Horror
2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
8910,I Heart Huckabees (2004),Comedy
3470,Dersu Uzala (1975),Adventure|Drama
6290,House of 1000 Corpses (2003),Horror
86377,Louis C.K.: Shameless (2007),Comedy
7158,House of Sand and Fog (2003),Drama
6775,Life and Debt (2001),Documentary
148982,Devil Dog: The Hound of Hell (1978),Horror
1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1609,187 (One Eight Seven) (1997),Drama|Thriller
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical
7346,"Girl Next Door, The (2004)",Comedy|Romance
65642,"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller
187031,Jurassic World: Fallen Kingdom (2018),Action|Adventure|Drama|Sci-Fi|Thriller
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
6460,"Trial, The (Procès, Le) (1962)",Drama
7264,An Amazing Couple (2002),Comedy|Romance
2988,Melvin and Howard (1980),Drama
137857,The Jungle Book (2016),Adventure|Drama|Fantasy
2978,Three to Tango (1999),Comedy|Romance
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
163134,Your Name. (2016),Animation|Drama|Fantasy|Romance
55854,"Fugitive, The (1947)",Drama
45440,Art School Confidential (2006),Comedy|Drama
69951,"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy
4709,Paint Your Wagon (1969),Comedy|Musical|Western
4887,"One, The (2001)",Action|Sci-Fi|Thriller
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama
2745,"Mission, The (1986)",Drama
5680,Auto Focus (2002),Crime|Drama
4482,"Bright Lights, Big City (1988)",Drama
1659,Hurricane Streets (1997),Drama
1812,Wide Awake (1998),Children|Comedy|Drama
2859,Stop Making Sense (1984),Documentary|Musical
81456,Heartbeats (Les amours imaginaires) (2010),Drama|Romance
60046,"Children of Huang Shi, The (2008)",Drama|War
3799,Pokémon the Movie 2000 (2000),Animation|Children
182823,Bright (2017),Action|Crime|Fantasy
8880,Mask (1985),Drama
1379,Young Guns II (1990),Action|Western
7620,Monster in a Box (1992),Comedy|Drama
184721,First Reformed (2017),Drama|Thriller
44613,Take the Lead (2006),Drama
6572,Scorched (2003),Comedy|Crime
818,"Very Brady Sequel, A (1996)",Comedy
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
4117,Hope and Glory (1987),Drama
183317,Patti Rocks (1988),Comedy|Drama
3567,Bossa Nova (2000),Comedy|Drama|Romance
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
65130,Revolutionary Road (2008),Drama|Romance
4678,UHF (1989),Comedy
1529,Nowhere (1997),Comedy|Drama
59014,Superhero Movie (2008),Action|Comedy|Sci-Fi
112421,Frank (2014),Comedy|Drama|Mystery
144210,Just Eat It: A Food Waste Story (2014),Documentary
160980,Sully (2016),Drama
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
78039,Blue Valentine (2010),Drama|Romance
2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance
66665,Away We Go (2009),Comedy|Drama|Romance
6349,Breakin' (1984),Drama|Musical
8600,Angels with Dirty Faces (1938),Crime|Drama|Film-Noir|Thriller
2566,Doug's 1st Movie (1999),Animation|Children
4130,Maid to Order (1987),Comedy|Fantasy
4345,"Anniversary Party, The (2001)",Drama
49389,The Great Train Robbery (1903),Crime|Western
27329,Paradise Lost 2: Revelations (2000),Documentary
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller
57532,Meet the Spartans (2008),Comedy
31610,Purple Butterfly (Zi hudie) (2003),Drama
42007,Rumor Has It... (2005),Comedy|Drama|Romance
2889,"Mystery, Alaska (1999)",Comedy|Drama
26366,Harlan County U.S.A. (1976),Documentary
26147,"Thousand Clowns, A (1965)",Comedy|Drama|Romance
47044,Miami Vice (2006),Action|Crime|Drama|Thriller
4402,Dr. Goldfoot and the Bikini Machine (1965),Comedy
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary
1611,My Own Private Idaho (1991),Drama|Romance
31694,Bride & Prejudice (2004),Comedy|Musical|Romance
1515,Volcano (1997),Action|Drama|Thriller
33558,"Snow Walker, The (2003)",Adventure|Drama
136598,Vacation (2015),Adventure|Comedy
180777,Die Frauen von Ravensbrück (2005),Documentary
3017,Creepshow 2 (1987),Horror
171023,The Hero (2017),Drama
92094,Einstein and Eddington (2008),Drama
6387,Once a Thief (Zong heng si hai) (1991),Action|Comedy|Crime|Thriller
6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
115210,Fury (2014),Action|Drama|War
44943,9/11 (2002),Documentary
4193,"Fantasticks, The (1995)",Musical
1114,"Funeral, The (1996)",Crime|Drama
1794,Love and Death on Long Island (1997),Comedy|Drama
122898,Justice League (2017),Action|Adventure|Sci-Fi
938,Gigi (1958),Musical
3798,What Lies Beneath (2000),Drama|Horror|Mystery
5553,Stakeout (1987),Comedy|Crime|Romance|Thriller
2977,Crazy in Alabama (1999),Comedy|Drama
6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
59143,Super High Me (2007),Comedy|Documentary
4992,Kate & Leopold (2001),Comedy|Romance
5970,My Girl (1991),Comedy|Drama|Romance
3888,Skipped Parts (2000),Drama|Romance
31101,Stander (2003),Action|Crime|Drama
93988,North & South (2004),Drama|Romance
6429,Winchester '73 (1950),Western
38198,Darwin's Nightmare (2004),Documentary
179813,LBJ (2017),Drama
33830,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance
26444,"Hitch Hikers Guide to the Galaxy, The (1981)",Adventure|Comedy|Sci-Fi
97225,Hotel Transylvania (2012),Animation|Children|Comedy
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama
48696,Little Children (2006),Drama|Romance
8773,Sherlock Holmes and the Secret Weapon (1942),Crime|Mystery|Thriller
5023,"Waterdance, The (1992)",Drama
5548,Down and Out in Beverly Hills (1986),Comedy
189111,Spiral (2018),Documentary
840,House Arrest (1996),Children|Comedy
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance
52241,"Lookout, The (2007)",Crime|Drama|Thriller
5993,Max (2002),Drama
143355,Wonder Woman (2017),Action|Adventure|Fantasy
3109,"River, The (1984)",Drama
287,Nina Takes a Lover (1994),Comedy|Romance
4197,Real Life (1979),Comedy
76251,Kick-Ass (2010),Action|Comedy
6412,Destry Rides Again (1939),Comedy|Western
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance
101525,"Place Beyond the Pines, The (2012)",Crime|Drama
3111,Places in the Heart (1984),Drama
3693,"Toxic Avenger, The (1985)",Comedy|Horror
6217,"Safety of Objects, The (2001)",Drama
80834,Sintel (2010),Animation|Fantasy
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy
44195,Thank You for Smoking (2006),Comedy|Drama
4149,Saving Silverman (Evil Woman) (2001),Comedy|Romance
50804,Hannibal Rising (2007),Drama|Horror|Thriller
89678,Northanger Abbey (2007),Drama|Romance
2522,Airport '77 (1977),Drama
149146,Parasyte: Part 2 (2015),Horror|Sci-Fi
149144,Parasyte: Part 1 (2014),Horror|Sci-Fi
34330,November (2004),Drama|Mystery
50912,"Paris, I Love You (Paris, je t'aime) (2006)",Romance
32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",Animation|Comedy|Drama|Fantasy
2497,Message in a Bottle (1999),Romance
5239,Rude Boy (1980),Documentary|Drama
76763,"Runaways, The (2010)",Drama|Musical
90522,Johnny English Reborn (2011),Adventure|Comedy|Thriller
52579,"Vie en Rose, La (Môme, La) (2007)",Drama|Musical
88272,"Woman, The (2011)",Horror
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
151695,The Survivalist (2015),Drama|Sci-Fi|Thriller
6552,Dirty Pretty Things (2002),Crime|Drama|Thriller
145283,Nowitzki: The Perfect Shot (2014),Documentary
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
5178,Fun (1994),Crime|Drama
51925,Premonition (2007),Drama|Fantasy|Mystery|Thriller
1091,Weekend at Bernie's (1989),Comedy
72489,Ninja Assassin (2009),Action|Crime|Drama|Thriller
5181,Hangar 18 (1980),Action|Sci-Fi|Thriller
2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy
118700,Selma (2014),Drama
7181,Ship of Fools (1965),Drama
55577,Saw IV (2007),Crime|Horror|Thriller
3142,U2: Rattle and Hum (1988),Documentary|Musical
169034,Lemonade (2016),(no genres listed)
4447,Legally Blonde (2001),Comedy|Romance
77364,"Losers, The (2010)",Action|Adventure|Drama|Mystery|Thriller
5995,"Pianist, The (2002)",Drama|War
51091,Black Snake Moan (2006),Drama
4835,Coal Miner's Daughter (1980),Drama
1499,Anaconda (1997),Action|Adventure|Thriller
103048,"Kings of Summer, The (2013)",Comedy
3971,"Private Eyes, The (1981)",Comedy|Mystery
5134,Mean Machine (2001),Comedy|Drama
30850,"Merchant of Venice, The (2004)",Drama
4032,"Everlasting Piece, An (2000)",Comedy
125914,Mortdecai (2015),Adventure|Comedy|Mystery|Romance
6958,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror
71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Documentary
2407,Cocoon (1985),Comedy|Sci-Fi
3974,"Little Vampire, The (2000)",Adventure|Children
4473,Bat*21 (1988),Drama|War
5051,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance
26712,35 Up (1991),Documentary
25773,Little Caesar (1931),Crime|Drama
34530,Deuce Bigalow: European Gigolo (2005),Comedy
60950,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance
3809,What About Bob? (1991),Comedy
89761,"Dangerous Method, A (2011)",Drama|Thriller
51471,Amazing Grace (2006),Drama|Romance
61986,Appaloosa (2008),Western
96448,Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy|Horror
5428,Cheech & Chong's The Corsican Brothers (1984),Comedy
107348,Anchorman 2: The Legend Continues (2013),Comedy
3727,Near Dark (1987),Horror|Western
2611,"Winslow Boy, The (1999)",Drama
1826,Barney's Great Adventure (1998),Adventure|Children
51705,Priceless (Hors de prix) (2006),Comedy|Romance
5462,"Crocodile Hunter: Collision Course, The (2002)",Adventure|Comedy
1927,All Quiet on the Western Front (1930),Action|Drama|War
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller
1137,Hustler White (1996),Romance
3138,Stealing Home (1988),Drama
3274,Single White Female (1992),Drama|Thriller
159717,The Fundamentals of Caring (2016),Drama
7367,"Ladykillers, The (2004)",Comedy|Crime
27731,"Cat Returns, The (Neko no ongaeshi) (2002)",Adventure|Animation|Children|Fantasy
3430,Death Wish (1974),Action|Crime|Drama
7618,Chaplin (1992),Drama
93040,"Civil War, The (1990)",Documentary|War
114066,"20,000 Days on Earth (2014)",Documentary|Drama|Musical
155168,Fraktus (2012),Comedy
107953,Dragon Ball Z: Battle of Gods (2013),Action|Animation|Fantasy|IMAX
1929,Grand Hotel (1932),Drama|Romance
103107,20 Feet from Stardom (Twenty Feet from Stardom) (2013),Documentary
5390,CQ (2001),Drama
64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",Drama|War
3474,Retroactive (1997),Sci-Fi|Thriller
70159,Orphan (2009),Drama|Horror|Mystery|Thriller
93134,"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",Comedy
187717,Won't You Be My Neighbor? (2018),Documentary
5472,1776 (1972),Children|Drama|Musical
79139,"Sorcerer's Apprentice, The (2010)",Action|Adventure|Children|Comedy|Fantasy
31225,Coach Carter (2005),Drama
84952,Confessions (Kokuhaku) (2010),Drama|Horror
80862,Catfish (2010),Documentary|Mystery
6193,Poolhall Junkies (2002),Comedy|Drama|Thriller
7614,Oklahoma! (1955),Musical|Romance|Western
2385,Home Fries (1998),Comedy|Romance
2373,Red Sonja (1985),Action|Adventure|Fantasy
7266,"Lost Skeleton of Cadavra, The (2002)",Comedy|Horror|Sci-Fi
26999,"Lion King II: Simba's Pride, The (1998)",Adventure|Animation|Children|Musical|Romance
40578,Sword of the Beast (Kedamono no ken) (1965),Action|Drama
6410,Car Wash (1976),Comedy
26359,1900 (Novecento) (1976),Drama|War
62799,"Express, The (2008)",Drama
68194,"Damned United, The (2009)",Drama
34323,"Devil's Rejects, The (2005)",Action|Crime|Horror
94799,Sound of My Voice (2011),Drama|Mystery|Sci-Fi
3489,Hook (1991),Adventure|Comedy|Fantasy
6219,"Hunted, The (2003)",Action|Drama|Thriller
86628,Kill the Irishman (2011),Action|Crime
110781,Mulan II (2004),Action|Animation|Children|Comedy|Musical
94503,"Decoy Bride, The (2011)",Comedy|Romance
39427,Stay (2005),Thriller
6294,Bulletproof Monk (2003),Action|Adventure|Sci-Fi
117887,Paddington (2014),Children|Comedy
1670,Welcome to Sarajevo (1997),Drama|War
31700,Because of Winn-Dixie (2005),Children|Comedy|Drama
3214,American Flyers (1985),Drama
3831,Saving Grace (2000),Comedy
109846,Mr. Peabody & Sherman (2014),Adventure|Animation|Comedy
4857,Fiddler on the Roof (1971),Drama|Musical
4565,American Ninja (1985),Action|Adventure
4974,Not Another Teen Movie (2001),Comedy
71970,"Princess and the Pirate, The (1944)",Adventure|Comedy|Romance
58191,Taxi to the Dark Side (2007),Documentary
8666,Catwoman (2004),Action|Crime|Fantasy
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller
4520,License to Drive (1988),Comedy
91976,"Grey, The (2012)",Action|Drama
1914,Smoke Signals (1998),Comedy|Drama
5745,"Four Seasons, The (1981)",Comedy|Drama
3302,Beautiful People (1999),Comedy
3767,Missing in Action 2: The Beginning (1985),Action|War
5400,"Sum of All Fears, The (2002)",Drama|Thriller
99728,Gangster Squad (2013),Action|Crime|Drama
3313,Class Reunion (1982),Comedy
1293,Gandhi (1982),Drama
112334,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Documentary
3747,Jesus' Son (1999),Drama
4574,Blind Fury (1989),Action|Thriller
8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance
1018,That Darn Cat! (1965),Children|Comedy|Mystery
6989,Gorky Park (1983),Crime|Drama|Thriller
185135,Sherlock - A Study in Pink (2010),Crime
6639,Wait Until Dark (1967),Drama|Thriller
158972,Toni Erdmann (2016),Drama
5986,Fat City (1972),Drama
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller
73323,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",Action|Crime|Mystery
2418,Nothing in Common (1986),Comedy
5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
3688,Porky's (1982),Comedy
53550,Rescue Dawn (2006),Action|Adventure|Drama|War
105213,Don Jon (2013),Comedy|Drama|Romance
8948,Alfie (2004),Comedy|Drama|Romance
7218,"Ox-Bow Incident, The (1943)",Drama|Western
157110,00 Schneider - Jagd auf Nihil Baxter (1994),Comedy|Crime
8117,In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy
4959,"Affair of the Necklace, The (2001)",Drama
93006,"Very Potter Musical, A (2009)",Comedy|Musical
4953,"People That Time Forgot, The (1977)",Adventure|Sci-Fi
2331,Living Out Loud (1998),Comedy|Drama|Romance
7362,Taking Lives (2004),Crime|Drama|Thriller
4372,Crazy/Beautiful (2001),Drama|Romance
135861,Ted 2 (2015),Comedy
3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
1582,Wild America (1997),Adventure|Children
105835,"Double, The (2013)",Comedy|Drama|Thriller
4195,"Abominable Dr. Phibes, The (1971)",Horror|Mystery
56389,My Blueberry Nights (2007),Drama|Romance
188189,Sorry to Bother You (2018),Comedy|Fantasy|Sci-Fi
7124,Grass (1999),Documentary
2436,Tea with Mussolini (1999),Comedy|Drama|War
4916,Midway (1976),Drama|War
8998,That's Entertainment (1974),Documentary
32598,Fever Pitch (2005),Comedy|Romance
37739,"Greatest Game Ever Played, The (2005)",Drama
71108,"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery
103075,"Purge, The (2013)",Crime|Horror|Thriller
2400,Prancer (1989),Children|Drama|Fantasy
143367,Silence (2016),Drama|Thriller
917,"Little Princess, The (1939)",Children|Drama
26116,"Hush... Hush, Sweet Charlotte (1964)",Horror|Thriller
175661,The Hitman's Bodyguard (2017),Action|Comedy
3553,Gossip (2000),Drama|Thriller
34338,"Aristocrats, The (2005)",Comedy|Documentary
8582,Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary|War
6067,Ordinary Decent Criminal (2000),Comedy|Crime
58876,Stop-Loss (2008),Drama|War
3927,Fantastic Voyage (1966),Adventure|Sci-Fi
4535,"Man from Snowy River, The (1982)",Drama|Romance|Western
109578,Non-Stop (2014),Action|Mystery|Thriller
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
82848,One Week (1920),Comedy
4649,Wet Hot American Summer (2001),Comedy
5466,My Wife is an Actress (Ma Femme est une Actrice) (2001),Comedy|Drama|Romance
71520,"Invention of Lying, The (2009)",Comedy
6629,House of Wax (1953),Crime|Horror|Mystery|Thriller
2580,Go (1999),Comedy|Crime
3932,"Invisible Man, The (1933)",Horror|Sci-Fi
7354,Mad Dog and Glory (1993),Comedy|Drama|Romance
50740,Seven Up! (1964),Documentary
5258,George Washington (2000),Drama
6266,What a Girl Wants (2003),Comedy|Drama|Romance
63113,Quantum of Solace (2008),Action|Adventure|Thriller
74754,"Room, The (2003)",Comedy|Drama|Romance
1318,Blue Juice (1995),Comedy|Drama
2184,"Trouble with Harry, The (1955)",Comedy|Mystery
1203,12 Angry Men (1957),Drama
2267,Mortal Thoughts (1991),Mystery|Thriller
77841,St Trinian's 2: The Legend of Fritton's Gold (2009),Adventure|Comedy
8385,Lover Come Back (1961),Comedy|Romance
34534,Four Brothers (2005),Action|Crime|Drama
6502,28 Days Later (2002),Action|Horror|Sci-Fi
93297,Act of Valor (2012),Action|Thriller|War
5873,The Emperor's Club (2002),Drama
3859,"Eyes of Tammy Faye, The (2000)",Documentary
31923,"Three Musketeers, The (1973)",Action|Adventure|Comedy
2506,"Other Sister, The (1999)",Comedy|Drama|Romance
67695,Observe and Report (2009),Action|Comedy
3221,"Draughtsman's Contract, The (1982)",Drama
6116,"Pirate Movie, The (1982)",Adventure|Comedy|Musical
2737,Assassination (1987),Action|Drama|Thriller
73015,It's Complicated (2009),Comedy|Romance
53956,Death at a Funeral (2007),Comedy
91978,Man on a Ledge (2012),Crime|Thriller
107338,Dampfnudelblues (2013),Comedy|Crime
111362,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi
2280,Clay Pigeons (1998),Crime
91337,Play the Game (2009),Comedy|Romance
164280,Endless Poetry (2016),Drama|Fantasy
2376,"View to a Kill, A (1985)",Action|Adventure|Thriller
2185,I Confess (1953),Thriller
6971,Europa (Zentropa) (1991),Drama|Thriller
105250,"Century of the Self, The (2002)",Documentary
4110,"Fourth Protocol, The (1987)",Thriller
2357,Central Station (Central do Brasil) (1998),Drama
143458,The Great Hypnotist (2014),Drama|Mystery|Thriller
4293,Summer Rental (1985),Comedy
96563,Paradise Lost 3: Purgatory (2011),Documentary
7900,Frankenstein Must Be Destroyed (1969),Drama|Horror|Sci-Fi
7167,Japanese Story (2003),Drama
965,"39 Steps, The (1935)",Drama|Mystery|Thriller
7843,Lammbock (2001),Comedy
27716,"Green Butchers, The (Grønne slagtere, De) (2003)",Comedy|Crime|Drama|Romance
161966,Elle (2016),Thriller
51357,Citizen X (1995),Crime|Drama|Thriller
6192,Open Hearts (Elsker dig for evigt) (2002),Romance
5544,Time After Time (1979),Sci-Fi|Thriller
47894,"Wind That Shakes the Barley, The (2006)",Drama|War
4359,"Seven Year Itch, The (1955)",Comedy
31433,"Wedding Date, The (2005)",Comedy|Romance
27416,Jalla! Jalla! (2000),Comedy|Drama|Romance
4043,At Close Range (1986),Crime|Drama
6124,Savannah Smiles (1982),Comedy
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy
77846,12 Angry Men (1997),Crime|Drama
31696,Constantine (2005),Action|Fantasy|Horror|Thriller
49910,Freedom Writers (2007),Drama
6158,"Jungle Book 2, The (2003)",Animation|Children
6330,People I Know (2002),Crime|Drama
41716,"Matador, The (2005)",Comedy|Drama|Thriller
4239,Blow (2001),Crime|Drama
41571,Memoirs of a Geisha (2005),Drama|Romance
56715,Wristcutters: A Love Story (2006),Drama|Fantasy|Romance
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
4410,Something Wild (1986),Comedy|Crime|Drama
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
122906,Black Panther (2017),Action|Adventure|Sci-Fi
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
55156,"Unreasonable Man, An (2006)",Documentary
183199,Quest (2017),Documentary
1592,Air Bud (1997),Children|Comedy
86332,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX
27022,Thursday (1998),Action|Crime|Thriller
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
4822,Max Keeble's Big Move (2001),Children|Comedy
2949,Dr. No (1962),Action|Adventure|Thriller
171495,Cosmos,(no genres listed)
4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),Documentary
1926,"Broadway Melody, The (1929)",Musical
7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller
65596,Mesrine: Killer Instinct (L'instinct de mort) (2008),Action|Crime|Drama|Thriller
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
168266,T2: Trainspotting (2017),Crime|Drama
7072,Stagecoach (1939),Action|Drama|Romance|Western
25746,"Hunchback of Notre Dame, The (1923)",Drama|Horror
4573,Blaze (1989),Comedy|Drama
168612,Ghost in the Shell (2017),Action|Drama|Sci-Fi
3146,Deuce Bigalow: Male Gigolo (1999),Comedy
91974,Underworld: Awakening (2012),Action|Fantasy|Horror|IMAX
166568,Miss Sloane (2016),Thriller
80860,Life as We Know It (2010),Comedy|Romance
3161,Onegin (1999),Drama|Romance
142509,Hardcore Henry (2015),Action|Adventure|Sci-Fi
2870,Barefoot in the Park (1967),Comedy
54962,"Nines, The (2007)",Drama|Mystery
